Average download speed (Mbit/s),Postcode,ShortPC,Town,County
27.9,CT15 4BX,CT15 ,DOVER,KENT
12.2,CT15 4BY,CT15 ,DOVER,KENT
12.1,CT15 4BZ,CT15 ,DOVER,KENT
17.1,CT15 4DA,CT15 ,DOVER,KENT
20.1,CT15 4DB,CT15 ,DOVER,KENT
25.8,CT15 4DD,CT15 ,DOVER,KENT
36.3,CT15 4DE,CT15 ,DOVER,KENT
41.5,CT15 4DF,CT15 ,DOVER,KENT
2.8,CT15 4DN,CT15 ,DOVER,KENT
38.7,CT15 4DP,CT15 ,DOVER,KENT
23.2,CT15 4DQ,CT15 ,DOVER,KENT
21.4,CT15 4DR,CT15 ,DOVER,KENT
25.6,CT15 4DS,CT15 ,DOVER,KENT
28.5,CT15 4DT,CT15 ,DOVER,KENT
27.9,CT15 4DU,CT15 ,DOVER,KENT
33.2,CT15 4DW,CT15 ,DOVER,KENT
16.6,CT15 4DY,CT15 ,DOVER,KENT
32.6,CT15 4DZ,CT15 ,DOVER,KENT
37.3,CT15 4EA,CT15 ,DOVER,KENT
39,CT15 4EB,CT15 ,DOVER,KENT
24.9,CT15 4ED,CT15 ,DOVER,KENT
25.1,CT15 4EE,CT15 ,DOVER,KENT
38.2,CT15 4EJ,CT15 ,DOVER,KENT
32.5,CT15 4EN,CT15 ,DOVER,KENT
44.9,CT15 4EP,CT15 ,DOVER,KENT
23.6,CT15 4EQ,CT15 ,DOVER,KENT
40.2,CT15 4ER,CT15 ,DOVER,KENT
5.1,CT15 4ET,CT15 ,DOVER,KENT
25.7,CT15 4EU,CT15 ,DOVER,KENT
28,CT15 4EY,CT15 ,DOVER,KENT
38.3,CT15 4FA,CT15 ,DOVER,KENT
30.1,CT15 4FD,CT15 ,DOVER,KENT
31.6,CT15 4GP,CT15 ,DOVER,KENT
32.9,CT15 4HE,CT15 ,DOVER,KENT
21,CT15 4HH,CT15 ,DOVER,KENT
24.3,CT15 4HL,CT15 ,DOVER,KENT
7.8,CT15 4HN,CT15 ,DOVER,KENT
39,CT15 4HS,CT15 ,DOVER,KENT
34,CT15 4JN,CT15 ,DOVER,KENT
35.1,CT15 4JP,CT15 ,DOVER,KENT
34.7,CT15 4JS,CT15 ,DOVER,KENT
35.4,CT15 4LB,CT15 ,DOVER,KENT
23,CT15 4LE,CT15 ,DOVER,KENT
26.3,CT15 4LH,CT15 ,DOVER,KENT
15.3,CT15 4LX,CT15 ,DOVER,KENT
32.2,CT15 4NH,CT15 ,DOVER,KENT
41.3,CT15 4NJ,CT15 ,DOVER,KENT
28.4,CT15 4NP,CT15 ,DOVER,KENT
39.2,CT15 4NR,CT15 ,DOVER,KENT
50.3,CT15 4WW,CT15 ,DOVER,KENT
11.5,CT15 5AB,CT15 ,DOVER,KENT
8.3,CT15 5AG,CT15 ,DOVER,KENT
8.8,CT15 5AQ,CT15 ,DOVER,KENT
1.9,CT15 5BL,CT15 ,DOVER,KENT
0.6,CT15 5BP,CT15 ,DOVER,KENT
3.2,CT15 5BS,CT15 ,DOVER,KENT
1.3,CT15 5BU,CT15 ,DOVER,KENT
2.8,CT15 5BX,CT15 ,DOVER,KENT
3.2,CT15 5BY,CT15 ,DOVER,KENT
5.5,CT15 5DA,CT15 ,DOVER,KENT
9.9,CT15 5DB,CT15 ,DOVER,KENT
11.7,CT15 5DF,CT15 ,DOVER,KENT
13.5,CT15 5DG,CT15 ,DOVER,KENT
27.7,CT15 5DH,CT15 ,DOVER,KENT
5.7,CT15 5EN,CT15 ,DOVER,KENT
2.2,CT15 5EP,CT15 ,DOVER,KENT
4.5,CT15 5ES,CT15 ,DOVER,KENT
8.2,CT15 5ET,CT15 ,DOVER,KENT
2.3,CT15 5EU,CT15 ,DOVER,KENT
2.5,CT15 5EW,CT15 ,DOVER,KENT
2.4,CT15 5EX,CT15 ,DOVER,KENT
16.4,CT15 5FE,CT15 ,DOVER,KENT
2.2,CT15 5HR,CT15 ,DOVER,KENT
2.2,CT15 5HS,CT15 ,DOVER,KENT
5.2,CT15 5HX,CT15 ,DOVER,KENT
23.8,CT15 5HY,CT15 ,DOVER,KENT
13.1,CT15 5HZ,CT15 ,DOVER,KENT
17.5,CT15 5JA,CT15 ,DOVER,KENT
13.3,CT15 5JE,CT15 ,DOVER,KENT
18.8,CT15 5JF,CT15 ,DOVER,KENT
22.5,CT15 5JG,CT15 ,DOVER,KENT
22.8,CT15 5JH,CT15 ,DOVER,KENT
36.4,CT15 5JN,CT15 ,DOVER,KENT
32.3,CT15 5JP,CT15 ,DOVER,KENT
47.3,CT15 5JU,CT15 ,DOVER,KENT
15.8,CT15 5JW,CT15 ,DOVER,KENT
36.1,CT15 5JX,CT15 ,DOVER,KENT
42.3,CT15 5JY,CT15 ,DOVER,KENT
49.2,CT15 5JZ,CT15 ,DOVER,KENT
58.6,CT15 5LA,CT15 ,DOVER,KENT
39.5,CT15 5LD,CT15 ,DOVER,KENT
27.8,CT15 5LH,CT15 ,DOVER,KENT
24,CT15 5LJ,CT15 ,DOVER,KENT
20.3,CT15 5LN,CT15 ,DOVER,KENT
49,CT15 5LP,CT15 ,DOVER,KENT
4.2,CT15 5LS,CT15 ,DOVER,KENT
29.1,CT15 5LX,CT15 ,DOVER,KENT
25.2,CT15 5LZ,CT15 ,DOVER,KENT
2.5,CT15 5NB,CT15 ,DOVER,KENT
39.8,CT15 6AA,CT15 ,DOVER,KENT
50.7,CT15 6AD,CT15 ,DOVER,KENT
43.3,CT15 6AE,CT15 ,DOVER,KENT
39.2,CT15 6AF,CT15 ,DOVER,KENT
34.8,CT15 6AH,CT15 ,DOVER,KENT
34.6,CT15 6AJ,CT15 ,DOVER,KENT
35.2,CT15 6AL,CT15 ,DOVER,KENT
37.4,CT15 6AN,CT15 ,DOVER,KENT
43.5,CT15 6AP,CT15 ,DOVER,KENT
40.4,CT15 6AT,CT15 ,DOVER,KENT
58.1,CT15 6AU,CT15 ,DOVER,KENT
37.3,CT15 6AX,CT15 ,DOVER,KENT
43.5,CT15 6AZ,CT15 ,DOVER,KENT
31.8,CT15 6BA,CT15 ,DOVER,KENT
16.1,CT15 6BB,CT15 ,DOVER,KENT
23.8,CT15 6BD,CT15 ,DOVER,KENT
29.6,CT15 6BE,CT15 ,DOVER,KENT
33.4,CT15 6BG,CT15 ,DOVER,KENT
44.1,CT15 6BL,CT15 ,DOVER,KENT
51.4,CT15 6BP,CT15 ,DOVER,KENT
31.9,CT15 6BQ,CT15 ,DOVER,KENT
35.6,CT15 6BS,CT15 ,DOVER,KENT
51.2,CT15 6BU,CT15 ,DOVER,KENT
24.1,CT15 6BW,CT15 ,DOVER,KENT
28.1,CT15 6BX,CT15 ,DOVER,KENT
23,CT15 6BY,CT15 ,DOVER,KENT
27.7,CT15 6BZ,CT15 ,DOVER,KENT
27.7,CT15 6DA,CT15 ,DOVER,KENT
19.3,CT15 6DB,CT15 ,DOVER,KENT
32.2,CT15 6DD,CT15 ,DOVER,KENT
30,CT15 6DE,CT15 ,DOVER,KENT
37.5,CT15 6DH,CT15 ,DOVER,KENT
33.4,CT15 6DJ,CT15 ,DOVER,KENT
29.3,CT15 6DL,CT15 ,DOVER,KENT
42.9,CT15 6DR,CT15 ,DOVER,KENT
40,CT15 6DS,CT15 ,DOVER,KENT
23.9,CT15 6DT,CT15 ,DOVER,KENT
34.1,CT15 6DU,CT15 ,DOVER,KENT
25.1,CT15 6DX,CT15 ,DOVER,KENT
32.4,CT15 6DZ,CT15 ,DOVER,KENT
42.5,CT15 6EB,CT15 ,DOVER,KENT
26.1,CT15 6EE,CT15 ,DOVER,KENT
31.5,CT15 6EJ,CT15 ,DOVER,KENT
38,CT15 6EL,CT15 ,DOVER,KENT
18.8,CT15 6EN,CT15 ,DOVER,KENT
48.7,CT15 6EQ,CT15 ,DOVER,KENT
34.6,CT15 6ER,CT15 ,DOVER,KENT
42.4,CT15 6ET,CT15 ,DOVER,KENT
47.3,CT15 6EX,CT15 ,DOVER,KENT
51.7,CT15 6FT,CT15 ,DOVER,KENT
26.8,CT15 6GG,CT15 ,DOVER,KENT
27.4,CT15 6HG,CT15 ,DOVER,KENT
37.3,CT15 6HH,CT15 ,DOVER,KENT
43.7,CT15 6HJ,CT15 ,DOVER,KENT
38.2,CT15 6HL,CT15 ,DOVER,KENT
30.8,CT15 6HU,CT15 ,DOVER,KENT
28.7,CT15 6HX,CT15 ,DOVER,KENT
34.6,CT15 6JA,CT15 ,DOVER,KENT
40.6,CT15 6JE,CT15 ,DOVER,KENT
55.4,CT15 6JJ,CT15 ,DOVER,KENT
29.5,CT15 6JL,CT15 ,DOVER,KENT
29.8,CT15 6JP,CT15 ,DOVER,KENT
21.8,CT15 6SS,CT15 ,DOVER,KENT
14.3,CT15 7AA,CT15 ,DOVER,KENT
12.3,CT15 7AB,CT15 ,DOVER,KENT
2,CT15 7AF,CT15 ,DOVER,KENT
2.7,CT15 7AH,CT15 ,DOVER,KENT
2.8,CT15 7AN,CT15 ,DOVER,KENT
51.8,CT15 7AR,CT15 ,DOVER,KENT
1.5,CT15 7AZ,CT15 ,DOVER,KENT
1.1,CT15 7BA,CT15 ,DOVER,KENT
1.4,CT15 7BB,CT15 ,DOVER,KENT
1.5,CT15 7BE,CT15 ,DOVER,KENT
1.2,CT15 7BF,CT15 ,DOVER,KENT
2,CT15 7BG,CT15 ,DOVER,KENT
1.3,CT15 7BN,CT15 ,DOVER,KENT
43.9,CT15 7BU,CT15 ,DOVER,KENT
2.1,CT15 7BW,CT15 ,DOVER,KENT
31.5,CT15 7BX,CT15 ,DOVER,KENT
39.4,CT15 7BY,CT15 ,DOVER,KENT
41,CT15 7BZ,CT15 ,DOVER,KENT
35.4,CT15 7DA,CT15 ,DOVER,KENT
19,CT15 7DD,CT15 ,DOVER,KENT
33.3,CT15 7DF,CT15 ,DOVER,KENT
9.8,CT15 7DL,CT15 ,DOVER,KENT
16.7,CT15 7DN,CT15 ,DOVER,KENT
3.4,CT15 7DR,CT15 ,DOVER,KENT
21.9,CT15 7DY,CT15 ,DOVER,KENT
34.3,CT15 7DZ,CT15 ,DOVER,KENT
56.3,CT15 7EA,CT15 ,DOVER,KENT
16.5,CT15 7EE,CT15 ,DOVER,KENT
9.4,CT15 7EL,CT15 ,DOVER,KENT
10.3,CT15 7EN,CT15 ,DOVER,KENT
26.9,CT15 7ER,CT15 ,DOVER,KENT
37.3,CT15 7ES,CT15 ,DOVER,KENT
34.8,CT15 7ET,CT15 ,DOVER,KENT
35.4,CT15 7EX,CT15 ,DOVER,KENT
8.1,CT15 7EZ,CT15 ,DOVER,KENT
13,CT15 7HA,CT15 ,DOVER,KENT
20.7,CT15 7HJ,CT15 ,DOVER,KENT
18.8,CT15 7HL,CT15 ,DOVER,KENT
13.2,CT15 7HR,CT15 ,DOVER,KENT
10.3,CT15 7HX,CT15 ,DOVER,KENT
7.2,CT15 7JG,CT15 ,DOVER,KENT
10.3,CT15 7JH,CT15 ,DOVER,KENT
14.1,CT15 7JN,CT15 ,DOVER,KENT
15.9,CT15 7JS,CT15 ,DOVER,KENT
26.9,CT15 7JT,CT15 ,DOVER,KENT
21.8,CT15 7JU,CT15 ,DOVER,KENT
26.4,CT15 7JX,CT15 ,DOVER,KENT
27.7,CT15 7LA,CT15 ,DOVER,KENT
22.2,CT15 7LB,CT15 ,DOVER,KENT
28.9,CT15 7LD,CT15 ,DOVER,KENT
44.1,CT15 7LF,CT15 ,DOVER,KENT
35.7,CT15 7LJ,CT15 ,DOVER,KENT
45.3,CT15 7LL,CT15 ,DOVER,KENT
38.9,CT15 7LN,CT15 ,DOVER,KENT
31.8,CT15 7LP,CT15 ,DOVER,KENT
24.2,CT15 7LR,CT15 ,DOVER,KENT
22.9,CT15 7LS,CT15 ,DOVER,KENT
34.5,CT15 7LW,CT15 ,DOVER,KENT
20.4,CT15 7NE,CT15 ,DOVER,KENT
43.4,CT15 7NH,CT15 ,DOVER,KENT
43.5,CT15 7NN,CT15 ,DOVER,KENT
39.4,CT15 7NR,CT15 ,DOVER,KENT
31,CT15 7NS,CT15 ,DOVER,KENT
40.2,CT15 7NT,CT15 ,DOVER,KENT
49.3,CT15 7NU,CT15 ,DOVER,KENT
26.3,CT15 7NW,CT15 ,DOVER,KENT
43.4,CT15 7NY,CT15 ,DOVER,KENT
55,CT15 7NZ,CT15 ,DOVER,KENT
28.8,CT15 7PA,CT15 ,DOVER,KENT
35.9,CT15 7PB,CT15 ,DOVER,KENT
48.5,CT15 7PF,CT15 ,DOVER,KENT
48,CT15 7PG,CT15 ,DOVER,KENT
39.7,CT15 7PH,CT15 ,DOVER,KENT
34.7,CT15 7PQ,CT15 ,DOVER,KENT
28.6,CT15 7PS,CT15 ,DOVER,KENT
42.8,CT15 7PT,CT15 ,DOVER,KENT
27.7,CT15 7PU,CT15 ,DOVER,KENT
46.6,CT15 7PX,CT15 ,DOVER,KENT
33.6,CT15 7QB,CT15 ,DOVER,KENT
46.6,CT15 7QJ,CT15 ,DOVER,KENT
41.6,CT16 1AB,CT16 ,DOVER,KENT
56,CT16 1AF,CT16 ,DOVER,KENT
24.6,CT16 1AJ,CT16 ,DOVER,KENT
35.9,CT16 1AN,CT16 ,DOVER,KENT
27,CT16 1BB,CT16 ,DOVER,KENT
25.4,CT16 1BH,CT16 ,DOVER,KENT
51,CT16 1BT,CT16 ,DOVER,KENT
35.2,CT16 1BY,CT16 ,DOVER,KENT
30.3,CT16 1BZ,CT16 ,DOVER,KENT
24.5,CT16 1DB,CT16 ,DOVER,KENT
28.1,CT16 1DD,CT16 ,DOVER,KENT
65.9,CT16 1DF,CT16 ,DOVER,KENT
30.7,CT16 1DG,CT16 ,DOVER,KENT
44.2,CT16 1DP,CT16 ,DOVER,KENT
30.1,CT16 1DR,CT16 ,DOVER,KENT
30.8,CT16 1DU,CT16 ,DOVER,KENT
27.5,CT16 1DX,CT16 ,DOVER,KENT
22.1,CT16 1DZ,CT16 ,DOVER,KENT
39.5,CT16 1EA,CT16 ,DOVER,KENT
37.4,CT16 1EB,CT16 ,DOVER,KENT
71.5,CT16 1EL,CT16 ,DOVER,KENT
44.1,CT16 1EN,CT16 ,DOVER,KENT
64.5,CT16 1EP,CT16 ,DOVER,KENT
55,CT16 1ER,CT16 ,DOVER,KENT
62.8,CT16 1ES,CT16 ,DOVER,KENT
72.4,CT16 1EU,CT16 ,DOVER,KENT
62.6,CT16 1EX,CT16 ,DOVER,KENT
55.2,CT16 1EY,CT16 ,DOVER,KENT
60.6,CT16 1EZ,CT16 ,DOVER,KENT
54.4,CT16 1HA,CT16 ,DOVER,KENT
69,CT16 1HD,CT16 ,DOVER,KENT
63.4,CT16 1HE,CT16 ,DOVER,KENT
27.3,CT16 1HF,CT16 ,DOVER,KENT
45.3,CT16 1HR,CT16 ,DOVER,KENT
7.9,CT16 1HS,CT16 ,DOVER,KENT
28.5,CT16 1HT,CT16 ,DOVER,KENT
34.9,CT16 1JH,CT16 ,DOVER,KENT
56.8,CT16 1LE,CT16 ,DOVER,KENT
27.9,CT16 1LG,CT16 ,DOVER,KENT
30.6,CT16 1LH,CT16 ,DOVER,KENT
35.2,CT16 1LJ,CT16 ,DOVER,KENT
23.9,CT16 1LL,CT16 ,DOVER,KENT
37.2,CT16 1LQ,CT16 ,DOVER,KENT
69.2,CT16 1LS,CT16 ,DOVER,KENT
82.9,CT16 1LT,CT16 ,DOVER,KENT
60.2,CT16 1LU,CT16 ,DOVER,KENT
86.4,CT16 1LX,CT16 ,DOVER,KENT
22.8,CT16 1NG,CT16 ,DOVER,KENT
29.7,CT16 1NX,CT16 ,DOVER,KENT
24.2,CT16 1NY,CT16 ,DOVER,KENT
36.3,CT16 1NZ,CT16 ,DOVER,KENT
40,CT16 1PE,CT16 ,DOVER,KENT
24.5,CT16 1PG,CT16 ,DOVER,KENT
42.3,CT16 1PT,CT16 ,DOVER,KENT
33.9,CT16 1PW,CT16 ,DOVER,KENT
28.1,CT16 1QG,CT16 ,DOVER,KENT
52.5,CT16 1QH,CT16 ,DOVER,KENT
77,CT16 1QR,CT16 ,DOVER,KENT
41.6,CT16 1QS,CT16 ,DOVER,KENT
74.8,CT16 1QX,CT16 ,DOVER,KENT
34.9,CT16 1QY,CT16 ,DOVER,KENT
108.6,CT16 1RB,CT16 ,DOVER,KENT
84.1,CT16 1RD,CT16 ,DOVER,KENT
38.2,CT16 1RN,CT16 ,DOVER,KENT
63.7,CT16 1RP,CT16 ,DOVER,KENT
45.6,CT16 1RR,CT16 ,DOVER,KENT
54.1,CT16 1RU,CT16 ,DOVER,KENT
54.8,CT16 1RW,CT16 ,DOVER,KENT
39.1,CT16 1RX,CT16 ,DOVER,KENT
78.6,CT16 1RY,CT16 ,DOVER,KENT
35.7,CT16 1SB,CT16 ,DOVER,KENT
41.9,CT16 1SD,CT16 ,DOVER,KENT
77.1,CT16 1SF,CT16 ,DOVER,KENT
39.5,CT16 1SH,CT16 ,DOVER,KENT
45.2,CT16 1SJ,CT16 ,DOVER,KENT
51.8,CT16 1SL,CT16 ,DOVER,KENT
48.7,CT16 1SP,CT16 ,DOVER,KENT
46.8,CT16 1SQ,CT16 ,DOVER,KENT
32.2,CT16 1SU,CT16 ,DOVER,KENT
67,CT16 1SW,CT16 ,DOVER,KENT
28,CT16 1TJ,CT16 ,DOVER,KENT
37.9,CT16 1TU,CT16 ,DOVER,KENT
26.9,CT16 1TX,CT16 ,DOVER,KENT
60.9,CT16 2AA,CT16 ,DOVER,KENT
89.2,CT16 2AB,CT16 ,DOVER,KENT
70.2,CT16 2AD,CT16 ,DOVER,KENT
35.6,CT16 2AE,CT16 ,DOVER,KENT
78.8,CT16 2AF,CT16 ,DOVER,KENT
84.4,CT16 2AG,CT16 ,DOVER,KENT
60.8,CT16 2AH,CT16 ,DOVER,KENT
61.3,CT16 2AL,CT16 ,DOVER,KENT
123.3,CT16 2AN,CT16 ,DOVER,KENT
84.5,CT16 2AP,CT16 ,DOVER,KENT
71.3,CT16 2AQ,CT16 ,DOVER,KENT
66.5,CT16 2AR,CT16 ,DOVER,KENT
64.9,CT16 2AT,CT16 ,DOVER,KENT
48.9,CT16 2AU,CT16 ,DOVER,KENT
68.7,CT16 2AW,CT16 ,DOVER,KENT
72,CT16 2AX,CT16 ,DOVER,KENT
59.3,CT16 2AY,CT16 ,DOVER,KENT
83.5,CT16 2AZ,CT16 ,DOVER,KENT
34.3,CT16 2BA,CT16 ,DOVER,KENT
55.8,CT16 2BB,CT16 ,DOVER,KENT
29.1,CT16 2BE,CT16 ,DOVER,KENT
48.7,CT16 2BF,CT16 ,DOVER,KENT
49.7,CT16 2BH,CT16 ,DOVER,KENT
37.5,CT16 2BJ,CT16 ,DOVER,KENT
75.9,CT16 2BN,CT16 ,DOVER,KENT
64.5,CT16 2BS,CT16 ,DOVER,KENT
75.1,CT16 2BT,CT16 ,DOVER,KENT
25.8,CT16 2BW,CT16 ,DOVER,KENT
84.5,CT16 2BX,CT16 ,DOVER,KENT
71.2,CT16 2DA,CT16 ,DOVER,KENT
72.9,CT16 2DB,CT16 ,DOVER,KENT
58.8,CT16 2DD,CT16 ,DOVER,KENT
102.5,CT16 2DE,CT16 ,DOVER,KENT
59.1,CT16 2DF,CT16 ,DOVER,KENT
65.6,CT16 2DG,CT16 ,DOVER,KENT
58.7,CT16 2DH,CT16 ,DOVER,KENT
50.7,CT16 2DL,CT16 ,DOVER,KENT
31.9,CT16 2DN,CT16 ,DOVER,KENT
62.9,CT16 2DW,CT16 ,DOVER,KENT
98.6,CT16 2DZ,CT16 ,DOVER,KENT
67.8,CT16 2EB,CT16 ,DOVER,KENT
73.6,CT16 2ED,CT16 ,DOVER,KENT
53.6,CT16 2EE,CT16 ,DOVER,KENT
22.2,CT16 2EF,CT16 ,DOVER,KENT
73.6,CT16 2EH,CT16 ,DOVER,KENT
48.1,CT16 2EJ,CT16 ,DOVER,KENT
25.6,CT16 2EN,CT16 ,DOVER,KENT
40.5,CT16 2EP,CT16 ,DOVER,KENT
62.8,CT16 2EQ,CT16 ,DOVER,KENT
61.5,CT16 2ER,CT16 ,DOVER,KENT
61.9,CT16 2EW,CT16 ,DOVER,KENT
50.7,CT16 2EX,CT16 ,DOVER,KENT
40.6,CT16 2EZ,CT16 ,DOVER,KENT
60.8,CT16 2FB,CT16 ,DOVER,KENT
24.6,CT16 2FD,CT16 ,DOVER,KENT
9.7,CT16 2FJ,CT16 ,DOVER,KENT
49,CT16 2GH,CT16 ,DOVER,KENT
63.3,CT16 2GJ,CT16 ,DOVER,KENT
89.9,CT16 2GL,CT16 ,DOVER,KENT
40.4,CT16 2GN,CT16 ,DOVER,KENT
44.6,CT16 2GP,CT16 ,DOVER,KENT
21.6,CT16 2HB,CT16 ,DOVER,KENT
36.7,CT16 2HE,CT16 ,DOVER,KENT
46.5,CT16 2HP,CT16 ,DOVER,KENT
43.5,CT16 2HQ,CT16 ,DOVER,KENT
75.9,CT16 2HR,CT16 ,DOVER,KENT
55.6,CT16 2HS,CT16 ,DOVER,KENT
73.4,CT16 2HZ,CT16 ,DOVER,KENT
69.6,CT16 2JA,CT16 ,DOVER,KENT
55.8,CT16 2JD,CT16 ,DOVER,KENT
69.2,CT16 2JF,CT16 ,DOVER,KENT
59.9,CT16 2JH,CT16 ,DOVER,KENT
56.4,CT16 2JJ,CT16 ,DOVER,KENT
65.4,CT16 2JL,CT16 ,DOVER,KENT
17.5,CT16 2JN,CT16 ,DOVER,KENT
65.3,CT16 2JR,CT16 ,DOVER,KENT
61.6,CT16 2JT,CT16 ,DOVER,KENT
58.8,CT16 2JU,CT16 ,DOVER,KENT
59.2,CT16 2JW,CT16 ,DOVER,KENT
26.1,CT16 2JY,CT16 ,DOVER,KENT
66.3,CT16 2LB,CT16 ,DOVER,KENT
53.4,CT16 2LD,CT16 ,DOVER,KENT
26.2,CT16 2LE,CT16 ,DOVER,KENT
30.5,CT16 2LJ,CT16 ,DOVER,KENT
45.5,CT16 2LL,CT16 ,DOVER,KENT
63,CT16 2LN,CT16 ,DOVER,KENT
85.2,CT16 2LQ,CT16 ,DOVER,KENT
94,CT16 2LS,CT16 ,DOVER,KENT
85.7,CT16 2LT,CT16 ,DOVER,KENT
72.4,CT16 2LU,CT16 ,DOVER,KENT
57.3,CT16 2LW,CT16 ,DOVER,KENT
80.5,CT16 2LX,CT16 ,DOVER,KENT
83.9,CT16 2LY,CT16 ,DOVER,KENT
50.4,CT16 2LZ,CT16 ,DOVER,KENT
54.2,CT16 2NA,CT16 ,DOVER,KENT
77.6,CT16 2NB,CT16 ,DOVER,KENT
55.3,CT16 2NE,CT16 ,DOVER,KENT
71.3,CT16 2NF,CT16 ,DOVER,KENT
62.2,CT16 2NG,CT16 ,DOVER,KENT
103.8,CT16 2NH,CT16 ,DOVER,KENT
52.6,CT16 2NL,CT16 ,DOVER,KENT
79.4,CT16 2NP,CT16 ,DOVER,KENT
59.6,CT16 2NQ,CT16 ,DOVER,KENT
79.1,CT16 2NR,CT16 ,DOVER,KENT
73.7,CT16 2NS,CT16 ,DOVER,KENT
56.6,CT16 2NT,CT16 ,DOVER,KENT
99,CT16 2NU,CT16 ,DOVER,KENT
68.5,CT16 2NW,CT16 ,DOVER,KENT
74.3,CT16 2NX,CT16 ,DOVER,KENT
59,CT16 2NY,CT16 ,DOVER,KENT
51.3,CT16 2NZ,CT16 ,DOVER,KENT
61.1,CT16 2PA,CT16 ,DOVER,KENT
47.9,CT16 2PD,CT16 ,DOVER,KENT
73.4,CT16 2PE,CT16 ,DOVER,KENT
73.2,CT16 2PF,CT16 ,DOVER,KENT
58.9,CT16 2PG,CT16 ,DOVER,KENT
79.8,CT16 2PH,CT16 ,DOVER,KENT
72.8,CT16 2PJ,CT16 ,DOVER,KENT
68.4,CT16 2PN,CT16 ,DOVER,KENT
75.1,CT16 2PP,CT16 ,DOVER,KENT
16.3,CT16 2PQ,CT16 ,DOVER,KENT
63.5,CT16 2PR,CT16 ,DOVER,KENT
49.2,CT16 2PS,CT16 ,DOVER,KENT
56.7,CT16 2PT,CT16 ,DOVER,KENT
81.5,CT16 2PU,CT16 ,DOVER,KENT
69.9,CT16 2PW,CT16 ,DOVER,KENT
72.6,CT16 2PX,CT16 ,DOVER,KENT
59.4,CT16 2PY,CT16 ,DOVER,KENT
57.8,CT16 2QE,CT16 ,DOVER,KENT
47.1,CT16 2QF,CT16 ,DOVER,KENT
31.6,CT16 2QJ,CT16 ,DOVER,KENT
21.4,CT16 2QR,CT16 ,DOVER,KENT
41.9,CT16 2QS,CT16 ,DOVER,KENT
64.9,CT16 2QT,CT16 ,DOVER,KENT
53.7,CT16 2QU,CT16 ,DOVER,KENT
34.7,CT16 2QX,CT16 ,DOVER,KENT
49.4,CT16 2RG,CT16 ,DOVER,KENT
31.2,CT16 2RW,CT16 ,DOVER,KENT
36.5,CT16 2RX,CT16 ,DOVER,KENT
44.4,CT16 3AA,CT16 ,DOVER,KENT
72.4,CT16 3AB,CT16 ,DOVER,KENT
31.2,CT16 3AF,CT16 ,DOVER,KENT
35.1,CT16 3AG,CT16 ,DOVER,KENT
35.2,CT16 3AH,CT16 ,DOVER,KENT
82.8,CT16 3AR,CT16 ,DOVER,KENT
47.5,CT16 3AT,CT16 ,DOVER,KENT
63.6,CT16 3AU,CT16 ,DOVER,KENT
55.3,CT16 3AY,CT16 ,DOVER,KENT
67,CT16 3AZ,CT16 ,DOVER,KENT
74.7,CT16 3BA,CT16 ,DOVER,KENT
68.5,CT16 3BD,CT16 ,DOVER,KENT
63,CT16 3BH,CT16 ,DOVER,KENT
68.1,CT16 3BL,CT16 ,DOVER,KENT
32.2,CT16 3BP,CT16 ,DOVER,KENT
62.6,CT16 3BQ,CT16 ,DOVER,KENT
30.1,CT16 3BS,CT16 ,DOVER,KENT
60.9,CT16 3BU,CT16 ,DOVER,KENT
47.1,CT16 3BY,CT16 ,DOVER,KENT
55.7,CT16 3DA,CT16 ,DOVER,KENT
40.9,CT16 3DE,CT16 ,DOVER,KENT
13.6,CT16 3DJ,CT16 ,DOVER,KENT
60.8,CT16 3DL,CT16 ,DOVER,KENT
56.1,CT16 3DR,CT16 ,DOVER,KENT
45.8,CT16 3DU,CT16 ,DOVER,KENT
35.8,CT16 3DW,CT16 ,DOVER,KENT
57.2,CT16 3DX,CT16 ,DOVER,KENT
20,CT16 3DY,CT16 ,DOVER,KENT
25.2,CT16 3EB,CT16 ,DOVER,KENT
23.1,CT16 3EE,CT16 ,DOVER,KENT
17.6,CT16 3EF,CT16 ,DOVER,KENT
82,CT16 3EJ,CT16 ,DOVER,KENT
55.6,CT16 3EN,CT16 ,DOVER,KENT
88.2,CT16 3EP,CT16 ,DOVER,KENT
56,CT16 3ER,CT16 ,DOVER,KENT
78.9,CT16 3ES,CT16 ,DOVER,KENT
41.5,CT16 3ET,CT16 ,DOVER,KENT
85.6,CT16 3EU,CT16 ,DOVER,KENT
24.1,CT16 3EW,CT16 ,DOVER,KENT
48.6,CT16 3EX,CT16 ,DOVER,KENT
26.1,CT16 3EY,CT16 ,DOVER,KENT
29.1,CT16 3FA,CT16 ,DOVER,KENT
35.7,CT16 3FB,CT16 ,DOVER,KENT
26.5,CT16 3FE,CT16 ,DOVER,KENT
63.6,CT16 3FL,CT16 ,DOVER,KENT
60,CT16 3FP,CT16 ,DOVER,KENT
108,CT16 3FT,CT16 ,DOVER,KENT
111.4,CT16 3FU,CT16 ,DOVER,KENT
62.7,CT16 3FW,CT16 ,DOVER,KENT
65.8,CT16 3HA,CT16 ,DOVER,KENT
63,CT16 3HB,CT16 ,DOVER,KENT
47.8,CT16 3HD,CT16 ,DOVER,KENT
76.6,CT16 3HE,CT16 ,DOVER,KENT
44.8,CT16 3HF,CT16 ,DOVER,KENT
